STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,AGE,Age,SEX,Sex,EDUCATION_LEV,Education level,DOMAIN,Domain,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,BASE_PER,Base period
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,CRI,Costa Rica,9_2,Exposed to air pollution,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2019,,99.93,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,CHE,Switzerland,5_2_DEP,Perceived health as negative,PT_POP_Y_GE16,Percentage of population aged 16 years or over,_T,Total,_T,Total,_T,Total,HSL_5,Health,2019,,4.2,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,BEL,Belgium,1_2,Top average household disposable income quintile,FCTR_Q1_INC,Factor of lowest income quintile,_T,Total,_T,Total,_T,Total,HSL_1,Income and wealth,2019,,3.8,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,KOR,Korea,2_8_VER,Top earnings of full-time employees decile,FCTR_D1_EARN,Factor of lowest earnings decile,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2019,,3.6282984987,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,CRI,Costa Rica,11_2,Negative affect balance,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2019,,11.3373852239542,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,GBR,United Kingdom,5_2_DEP,Perceived health as negative,PT_POP_Y_GE16,Percentage of population aged 16 years or over,_T,Total,_T,Total,_T,Total,HSL_5,Health,2019,,7.4,,B,Time series break,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,GRC,Greece,5_2_DEP,Perceived health as negative,PT_POP_Y_GE16,Percentage of population aged 16 years or over,_T,Total,_T,Total,_T,Total,HSL_5,Health,2019,,6.6,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,CRI,Costa Rica,2_3,Long-term unemployment rate,PT_LF,Percentage of labour force,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2019,,1.54505828912949,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,FIN,Finland,2_2,Gender wage gap,PT_WG_SAL_M_MEDIAN,Percentage of the median wages of men,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2019,,17.159829635,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,AUT,Austria,7_1,Social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2019,,92.7458246745251,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,IRL,Ireland,7_1_DEP,Lack of social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2019,,5.619959176,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,LUX,Luxembourg,3_3,Housing cost overburden,PT_HH,Percentage of households,_T,Total,_T,Total,_T,Total,HSL_3,Housing,2019,,31.718784570694,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,NZL,New Zealand,2_4,"Youth not in employment, education or training",PT_POP_Y15T24,Percentage of population aged 15-24 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2019,,10.52143,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,ESP,Spain,3_5,Households with internet access at home,PT_HH,Percentage of households,_T,Total,_T,Total,_T,Total,HSL_3,Housing,2019,,91.1694,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,GBR,United Kingdom,2_1,Employment rate,PT_POP_Y25T64,Percentage of population aged 25-64 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2019,,79.975,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,CHL,Chile,2_1,Employment rate,PT_POP_Y25T64,Percentage of population aged 25-64 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2019,,73.926,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,LVA,Latvia,1_2,Top average household disposable income quintile,FCTR_Q1_INC,Factor of lowest income quintile,_T,Total,_T,Total,_T,Total,HSL_1,Income and wealth,2019,,6.2,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,USA,United States,2_8,Average annual gross earnings,USD_PPP,"US dollars, PPP converted",_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2019,,73194,,A,Normal value,0,Units,2,Two,2022,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,DEU,Germany,2_8_DEP,Full-time employees earning less than two-thirds of gross median earnings,PT_SAL_FT,Percentage of full-time employees,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2019,,17.766070794,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,CAN,Canada,1_3,Median net wealth,USD_HH_PPP,"US dollars per household, PPP converted",_T,Total,_T,Total,_T,Total,HSL_1,Income and wealth,2019,,226198,,A,Normal value,0,Units,2,Two,2021,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,CZE,Czechia,1_5,Difficulty making ends meet,PT_POP_Y_GE16,Percentage of population aged 16 years or over,_T,Total,_T,Total,_T,Total,HSL_1,Income and wealth,2019,,13.1,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,ISL,Iceland,5_1,Life expectancy at birth,Y,Years,_T,Total,_T,Total,_T,Total,HSL_5,Health,2019,,83.2,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,ISL,Iceland,7_1,Social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2019,,97.4288697294878,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,IRL,Ireland,3_3,Housing cost overburden,PT_HH,Percentage of households,_T,Total,_T,Total,_T,Total,HSL_3,Housing,2019,,12.5324875116348,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,IRL,Ireland,10_2_DEP,Not feeling safe at night,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2019,,22.35691343,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,NOR,Norway,2_3,Long-term unemployment rate,PT_LF,Percentage of labour force,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2019,,0.913476834778283,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,CHE,Switzerland,10_2_DEP,Not feeling safe at night,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2019,,10.66351858,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,TUR,Türkiye,7_1_DEP,Lack of social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2019,,20.6671755,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,COL,Colombia,2_3,Long-term unemployment rate,PT_LF,Percentage of labour force,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2019,,1.28541539507444,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,IRL,Ireland,2_7,Long hours in paid work,PT_SAL,Percentage of employees,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2019,,5.67,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,CHE,Switzerland,11_1_DEP,Life satisfaction score less than 5,PT_POP_Y_GE16,Percentage of population aged 16 years or over,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2019,,3.16565660237517,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,ESP,Spain,2_2,Gender wage gap,PT_WG_SAL_M_MEDIAN,Percentage of the median wages of men,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2019,,12.866598504,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,BEL,Belgium,1_4,Household disposable income below the relative income poverty line,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_1,Income and wealth,2019,,8.1,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,FRA,France,3_3,Housing cost overburden,PT_HH,Percentage of households,_T,Total,_T,Total,_T,Total,HSL_3,Housing,2019,,10.2906838059425,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,DEU,Germany,2_1,Employment rate,PT_POP_Y25T64,Percentage of population aged 25-64 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2019,,81.953,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,DEU,Germany,1_5,Difficulty making ends meet,PT_POP_Y_GE16,Percentage of population aged 16 years or over,_T,Total,_T,Total,_T,Total,HSL_1,Income and wealth,2019,,5.1,,B,Time series break,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,ESP,Spain,8_2,Voter turnout,PT_VOTES,Percentage of votes,_T,Total,_T,Total,_T,Total,HSL_8,Civic engagement,2019,,71.76,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,CHE,Switzerland,5_2,Perceived health as positive,PT_POP_Y_GE16,Percentage of population aged 16 years or over,_T,Total,_T,Total,_T,Total,HSL_5,Health,2019,,81.2,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,GBR,United Kingdom,7_1,Social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2019,,93.6220090444389,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,USA,United States,2_4,"Youth not in employment, education or training",PT_POP_Y15T24,Percentage of population aged 15-24 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2019,,11.577101,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,EST,Estonia,8_2,Voter turnout,PT_VOTES,Percentage of votes,_T,Total,_T,Total,_T,Total,HSL_8,Civic engagement,2019,,63.67,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,LVA,Latvia,5_1,Life expectancy at birth,Y,Years,_T,Total,_T,Total,_T,Total,HSL_5,Health,2019,,75.7,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,FIN,Finland,5_2_DEP,Perceived health as negative,PT_POP_Y_GE16,Percentage of population aged 16 years or over,_T,Total,_T,Total,_T,Total,HSL_5,Health,2019,,5.6,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,FRA,France,2_7,Long hours in paid work,PT_SAL,Percentage of employees,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2019,,7.71,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,MEX,Mexico,9_2,Exposed to air pollution,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_9,Environmental quality,2019,,99.91,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,PRT,Portugal,2_2,Gender wage gap,PT_WG_SAL_M_MEDIAN,Percentage of the median wages of men,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2019,,12.011700321,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,SVN,Slovenia,2_2,Gender wage gap,PT_WG_SAL_M_MEDIAN,Percentage of the median wages of men,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2019,,9.4946401225,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,AUS,Australia,2_8_DEP,Full-time employees earning less than two-thirds of gross median earnings,PT_SAL_FT,Percentage of full-time employees,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2019,,16.51638654,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,DNK,Denmark,5_1,Life expectancy at birth,Y,Years,_T,Total,_T,Total,_T,Total,HSL_5,Health,2019,,81.5,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,FIN,Finland,2_1,Employment rate,PT_POP_Y25T64,Percentage of population aged 25-64 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2019,,78.935,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,ITA,Italy,5_1,Life expectancy at birth,Y,Years,_T,Total,_T,Total,_T,Total,HSL_5,Health,2019,,83.6,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,JPN,Japan,11_1,Life satisfaction,0_TO_10,0-10 scale,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2019,,5.78,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,CHE,Switzerland,2_3,Long-term unemployment rate,PT_LF,Percentage of labour force,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2019,,1.7100859412629,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,CHE,Switzerland,3_4,Poor households without access to basic sanitary facilities,PT_HH,Percentage of households,_T,Total,_T,Total,_T,Total,HSL_3,Housing,2019,,0.117180985,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,ISR,Israel,8_2,Voter turnout,PT_VOTES,Percentage of votes,_T,Total,_T,Total,_T,Total,HSL_8,Civic engagement,2019,,69.83,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,LTU,Lithuania,2_1,Employment rate,PT_POP_Y25T64,Percentage of population aged 25-64 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2019,,80.564,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,LTU,Lithuania,5_1,Life expectancy at birth,Y,Years,_T,Total,_T,Total,_T,Total,HSL_5,Health,2019,,76.5,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,LTU,Lithuania,7_1,Social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2019,,92.4414765423101,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,ESP,Spain,5_2_DEP,Perceived health as negative,PT_POP_Y_GE16,Percentage of population aged 16 years or over,_T,Total,_T,Total,_T,Total,HSL_5,Health,2019,,7.2,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,POL,Poland,5_2_DEP,Perceived health as negative,PT_POP_Y_GE16,Percentage of population aged 16 years or over,_T,Total,_T,Total,_T,Total,HSL_5,Health,2019,,12.8,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,ISR,Israel,5_2_DEP,Perceived health as negative,PT_POP_Y_GE16,Percentage of population aged 16 years or over,_T,Total,_T,Total,_T,Total,HSL_5,Health,2019,,11,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,CHE,Switzerland,1_2,Top average household disposable income quintile,FCTR_Q1_INC,Factor of lowest income quintile,_T,Total,_T,Total,_T,Total,HSL_1,Income and wealth,2019,,5,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,BEL,Belgium,5_2_DEP,Perceived health as negative,PT_POP_Y_GE16,Percentage of population aged 16 years or over,_T,Total,_T,Total,_T,Total,HSL_5,Health,2019,,9.1,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,PRT,Portugal,1_2,Top average household disposable income quintile,FCTR_Q1_INC,Factor of lowest income quintile,_T,Total,_T,Total,_T,Total,HSL_1,Income and wealth,2019,,4.9,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,SVN,Slovenia,1_2,Top average household disposable income quintile,FCTR_Q1_INC,Factor of lowest income quintile,_T,Total,_T,Total,_T,Total,HSL_1,Income and wealth,2019,,3.5,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,BRA,Brazil,7_1_DEP,Lack of social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2019,,10.00818479,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,KOR,Korea,2_8,Average annual gross earnings,USD_PPP,"US dollars, PPP converted",_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2019,,47207,,A,Normal value,0,Units,2,Two,2022,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,BRA,Brazil,2_8_DEP,Full-time employees earning less than two-thirds of gross median earnings,PT_SAL_FT,Percentage of full-time employees,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2019,,19.00513888,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,AUT,Austria,3_4,Poor households without access to basic sanitary facilities,PT_HH,Percentage of households,_T,Total,_T,Total,_T,Total,HSL_3,Housing,2019,,1.75169725,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,AUT,Austria,10_2_DEP,Not feeling safe at night,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2019,,11.22355936,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,CZE,Czechia,5_1,Life expectancy at birth,Y,Years,_T,Total,_T,Total,_T,Total,HSL_5,Health,2019,,79.3,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,DNK,Denmark,10_2,Feeling safe at night,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_10,Safety,2019,,86.5284137007855,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,NZL,New Zealand,7_1_DEP,Lack of social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2019,,6.10009945,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,CRI,Costa Rica,2_1,Employment rate,PT_POP_Y25T64,Percentage of population aged 25-64 years,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2019,,71.059,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,SVN,Slovenia,1_4,Household disposable income below the relative income poverty line,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_1,Income and wealth,2019,,7.4,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,LTU,Lithuania,5_2_DEP,Perceived health as negative,PT_POP_Y_GE16,Percentage of population aged 16 years or over,_T,Total,_T,Total,_T,Total,HSL_5,Health,2019,,15.2,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,AUT,Austria,1_2,Top average household disposable income quintile,FCTR_Q1_INC,Factor of lowest income quintile,_T,Total,_T,Total,_T,Total,HSL_1,Income and wealth,2019,,4.2,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,SVN,Slovenia,3_1,Households living in overcrowded conditions,PT_HH,Percentage of households,_T,Total,_T,Total,_T,Total,HSL_3,Housing,2019,,8.6800217628479,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,BEL,Belgium,3_1,Households living in overcrowded conditions,PT_HH,Percentage of households,_T,Total,_T,Total,_T,Total,HSL_3,Housing,2019,,4.44009639322758,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,AUS,Australia,2_8,Average annual gross earnings,USD_PPP,"US dollars, PPP converted",_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2019,,58620,,A,Normal value,0,Units,2,Two,2022,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,NZL,New Zealand,2_8_DEP,Full-time employees earning less than two-thirds of gross median earnings,PT_SAL_FT,Percentage of full-time employees,_T,Total,_T,Total,_T,Total,HSL_2,Work and job quality,2019,,7.01,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,AUT,Austria,5_2,Perceived health as positive,PT_POP_Y_GE16,Percentage of population aged 16 years or over,_T,Total,_T,Total,_T,Total,HSL_5,Health,2019,,71.2,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,FIN,Finland,11_2,Negative affect balance,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_11,Subjective well-being,2019,,8.38881149836865,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,FRA,France,1_4,Household disposable income below the relative income poverty line,PT_POP,Percentage of population,_T,Total,_T,Total,_T,Total,HSL_1,Income and wealth,2019,,8.4,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,GRC,Greece,3_3,Housing cost overburden,PT_HH,Percentage of households,_T,Total,_T,Total,_T,Total,HSL_3,Housing,2019,,29.1953563690186,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,IRL,Ireland,3_4,Poor households without access to basic sanitary facilities,PT_HH,Percentage of households,_T,Total,_T,Total,_T,Total,HSL_3,Housing,2019,,0.1162795,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,NLD,Netherlands,5_1,Life expectancy at birth,Y,Years,_T,Total,_T,Total,_T,Total,HSL_5,Health,2019,,82.2,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.0),Current well-being,I,NLD,Netherlands,7_1,Social support,PT_POP_Y_GE15,Percentage of population aged 15 years or over,_T,Total,_T,Total,_T,Total,HSL_7,Social connections,2019,,93.9140658196255,,A,Normal value,0,Units,2,Two,,
