
"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"East Asia & Pacific (excluding high income)","EAP","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.55820960141968","2.55253943654382","2.81897553420847","3.11228135114657","3.19683695042182","3.3121887427462","3.41523452838514","3.60517197788536","3.71202692569948","3.66306341835757","4.05969866692766","4.43474671289074","4.67180718584525","4.65540494701595","4.73665414251452","4.64729107896996","4.60059183367836","4.75391946625099","4.75522131815031","4.45706411731456","4.43215719468353","4.3738217676776","4.39788216229139","4.40296441991471","4.4714685159871","4.40154212597654","4.25624101833941","4.13441349540703","4.23368913618245","4.73510569030882","4.5044003946041","4.60145844409277","4.34012321993016",
"Early-demographic dividend","EAR","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.72757561271204","5.83365654526728","5.95582500532586","6.13796135946072","6.41017002635364","6.35890423422124","6.25726365807649","6.47985882336349","6.74134551900387","6.81160925803484","6.93795051143057","7.21213064237527","7.1451152160179","7.02036734914348","7.04579889033836","6.8130744783181","6.73134347229495","6.70236564209633","6.82686450388091","6.62782539154781","6.5350653513391","6.60576762489098","6.51837197393913","6.43218658137852","6.51288572449813","6.44424820580121","6.38444300610317","6.41730995719","5.95732072003423","7.16056477261471","6.40368371765389","5.20736476803141","4.77866302879559",
"East Asia & Pacific","EAS","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.59964688022199","2.62200798678777","2.89396353728768","3.15626099545934","3.22711886196948","3.34946558533013","3.44769435428877","3.78873262639848","3.91477087097425","3.80559638826142","4.17308060424028","4.52073346180728","4.72724787851166","4.66795925083046","4.71427599045","4.61081298438665","4.5299788845831","4.6733900376866","4.78306113737894","4.50764763456536","4.43426116717748","4.36249611090103","4.37120589421544","4.35133148337881","4.41602350297637","4.33955669888672","4.18515543337311","4.05648725012735","4.13372724337083","4.6430919153401","4.41289052152477","4.44460692034765","4.20476955947413",
"Europe & Central Asia (excluding high income)","ECA","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.77644797239886","5.59030643942754","6.13690728834096","7.25440486696231","8.52737257552002","9.73322283320995","9.68508551874261","10.6389320471657","11.0716680636136","10.349131807322","10.5657626712496","10.8286258005764","10.4655084039215","10.2321898109412","9.71174977484859","9.24806260768397","8.83836801070994","8.68228031890878","10.5935461179787","9.69619635627859","8.9682323300487","8.62702527420672","8.56368678102619","9.06568771019371","8.87907317154782","9.01437505812907","8.83587318716573","8.39435259884787","8.79077846753456","9.01733178691077","8.39699813462695","7.01280260475721","6.57531204670624",
"Europe & Central Asia","ECS","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.3798735601371","7.04946464890646","8.24295981574697","9.1663913600375","9.31828432158814","9.66654605818547","9.8054664606172","9.92413684452977","9.89495370950363","9.06463915082758","8.60987194090135","8.76893720260726","8.85447636683335","8.83047205525474","8.42239232059565","7.88254691600785","7.02652878675865","7.00157517656429","9.2613618020316","9.23225375385483","8.87803772014068","9.08646713533859","9.28136684360648","8.96477705938416","8.53611957868461","8.0379615119704","7.39015279488462","6.74741426356589","6.5099876266827","6.98607990293481","6.67442995039254","5.57464808920469","5.40159980594865",
"Ecuador","ECU","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.411","3.374","3.44","3.442","3.44","3.453","3.456","3.399","3.683","3.853","3.659","4.387","5.359","4.539","3.183","3.023","2.643","3.211","3.789","3.534","2.94","2.861","2.713","3.067","3.019","3.722","3.065","2.925","3.26","5.29","3.689","3.269","2.838",
"Egypt, Arab Rep.","EGY","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.722","6.288","7.43","7.236","7.307","6.262","5.179","4.878","4.89","5.072","5.601","6.279","7.523","5.856","7.207","6.634","5.776","5.489","5.001","4.739","8.732","9.207","9.776","9.708","9.354","8.845","8.172","6.777","4.756","5.932","5.574","4.926","4.877",
"Euro area","EMU","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.56522944350882","7.13856305218117","9.08008362600925","10.1035742374994","9.63328328745501","9.96387590570919","10.008120153022","9.52541680490406","8.85986893043474","7.97484563460183","7.23975311782064","7.62719558054525","8.0991933613596","8.38811885162646","8.22092116008707","7.4771492490251","6.66219647352784","6.88197685536506","9.42008047035137","9.98023252536001","9.99698263100954","11.2646447850543","11.8877875352349","11.458878519726","10.7289946088997","9.73410514834907","8.72267698956959","7.8250259015531","7.18435052728168","7.52940840854956","7.38802059677548","6.35850854441744","6.21255341156218",
"Eritrea","ERI","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.902","5.052","5.133","5.164","5.023","4.937","5.021","5.1","5.186","5.232","5.169","5.166","5.082","4.966","4.939","4.926","4.932","4.882","4.905","4.974","4.9","4.812","4.816","4.894","5.059","5.12","5.219","5.126","5.143","5.646","5.614","5.218","5.12",
"Spain","ESP","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.006","13.494","18.405","19.816","17.881","17.581","16.117","13.663","10.786","9.489","7.35","7.861","8.275","8.332","7.133","6.352","6.412","10.057","17.646","19.568","21.046","24.582","25.603","23.601","20.778","18.123","15.661","13.722","12.45","13.871","13.055","11.276","10.595",
"Estonia","EST","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.415","3.875","6.458","7.227","10.383","10.549","11.147","10.433","12.908","15.02","13.038","11.311","12.141","11.624","9.15","6.234","5.382","5.757","16.667","19.268","13.057","10.907","9.087","7.857","6.496","7.56","6.337","5.559","4.126","7.13","6.782","6.066","6.112",
"Ethiopia","ETH","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.132","3.258","3.11","2.971","2.724","2.672","2.612","2.662","2.684","2.534","2.294","2.222","2.193","2.03","1.833","1.716","1.717","1.71","1.711","1.688","1.671","1.657","1.657","1.725","1.773","1.844","1.912","2.006","2.08","2.943","2.867","2.441","2.444",
"European Union","EUU","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.177282604563","7.7970987878607","9.50537773257844","10.1506165399336","9.60528980565802","9.70406706524147","9.51793578426218","9.07983616977575","8.92008846817046","8.51812149865146","8.15492623235792","8.65842088115687","8.89072844869811","9.16957917338964","8.80810713655819","7.87108841055734","6.76801560316106","6.67389985858478","9.03974702196017","9.72119382444895","9.68283342397344","10.7161019557612","11.2052805471714","10.6457308726173","9.88518534572093","8.88287380861317","7.86005423203388","6.99103521534893","6.39086321958482","6.78501742098976","6.73392645347538","5.83196518896782","5.76084418193726",
"Fragile and conflict affected situations","FCS","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.85009919933241","4.83503679827343","4.88129687507469","4.89480722342863","5.32888492249528","5.53782503068271","5.62864462608585","5.83834035859628","6.06987952232858","6.07357556787089","5.97322393081202","5.93756009835314","5.78193372356119","5.6033480399452","5.28464522051964","5.10910330034423","5.03295811710684","5.10137076106578","5.08569673294953","5.14551337626694","5.14100123107796","5.25333887224733","5.26140333726614","5.42558943077077","5.50466683599275","5.65905796565969","5.85842040670887","5.83490635339276","5.80976634595447","6.47269737637388","6.42988169965531","5.42396942154463","5.36448649089098",
"Finland","FIN","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.814","13.328","17.783","17.802","17.776","15.587","14.781","12.884","11.005","10.355","9.862","10.655","10.955","10.157","8.17","7.38","6.539","6.072","8.886","9.09","8.402","8.277","8.82","9.325","9.875","9.036","8.871","7.419","7.174","8.009","8.113","7.047","7.842",
"Fiji","FJI","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.019","4.041","4.088","4.011","4.056","4.034","4.12","4.139","4.101","4.101","4.1","4.169","4.146","4.116","3.333","3.467","3.674","3.825","4.019","4.141","4.29","4.152","4.028","3.895","3.772","3.707","3.711","3.72","3.754","4.007","4.037","3.845","3.709",
"France","FRA","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.177","8.106","9.627","11.037","9.99","10.598","11.022","10.362","10.359","8.537","6.999","7.771","7.588","8.077","8.032","8.083","7.482","6.909","8.907","8.944","8.788","9.725","10.04","10.52","10.795","10.246","9.444","8.982","8.475","8.065","7.972","7.47","7.467",
"Faroe Islands","FRO","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.317","18.834","18.917","18.543","17.731","17.264","16.703","16.271","16.238","16.004","15.522","14.682","14.011","13.521","12.892","13.387","13.562","14.101","14.355","14.673","14.33","14.17","14.226","14.327","14.38","14.524","14.674","14.793","14.74","15.473","15.419","14.739","14.618",
"United Kingdom","GBR","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.431","11.596","12.393","11.438","10.103","9.689","8.101","6.887","6.781","6.138","5.183","5.607","5.429","4.936","5.14","5.694","5.518","6.064","8.494","8.57","8.639","8.316","7.948","6.363","5.455","4.924","4.432","4.045","3.918","4.759","5.039","3.871","4.262",
"Georgia","GEO","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.836","5.674","5.675","8.829","7.988","12.084","12.083","15.266","15.326","11.103","11.633","14.01","11.481","13.4","14.835","15.26","13.913","18.111","22.095","22.469","21.541","20.753","22.103","19.932","18.725","19.996","14.991","13.938","12.811","13.07","13.134","12.927","12.886",
"Ghana","GHA","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.46","3.771","4.37","5.073","5.711","6.368","6.976","7.593","9.448","10.181","9.332","8.427","7.452","6.49","5.552","4.634","4.781","4.786","4.943","4.936","3.87","2.871","1.985","4.411","7.019","5.298","3.262","3.103","2.968","3.09","3.1","2.761","2.757",
"Gibraltar","GIB","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.604","5.638","5.604","5.542","5.483","5.508","5.46","5.512","5.546","5.681","5.692","5.637","5.676","5.722","5.813","5.801","5.567","5.499","5.594","5.677","5.595","5.262","5.292","5.371","5.461","5.151","4.878","4.78","4.986","6.059","5.769","5.286","5.254",
"Gambia, The","GMB","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.406","7.515","7.56","7.661","7.748","7.78","7.632","7.555","7.43","7.417","7.352","7.659","7.622","7.588","7.566","7.816","7.959","7.68","7.458","7.377","7.848","7.904","7.537","6.87","6.457","6.041","5.462","4.988","5.338","6.842","7.109","6.77","7.116",
"Guinea-Bissau","GNB","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.433","3.508","3.565","3.594","3.553","3.43","3.39","3.844","4.014","4.036","3.587","3.62","3.693","3.69","3.621","3.602","3.6","3.62","3.61","3.596","3.533","3.606","3.63","3.736","3.627","3.589","3.525","3.594","3.623","4.136","4.117","3.587","3.562",
"Equatorial Guinea","GNQ","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.805","7.003","7.164","7.253","7.281","7.31","7.338","7.379","7.446","7.49","7.482","7.535","7.496","7.393","7.311","7.212","7.157","7.121","7.215","7.354","7.302","7.201","7.17","7.221","7.383","7.466","7.616","7.571","7.663","8.357","8.395","7.946","7.834",
"Greece","GRC","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.691","5.602","6.703","6.614","6.796","6.453","6.839","7.95","8.064","7.463","7.21","6.802","6.268","6.686","6.275","5.584","5.207","5.119","6.914","10.037","15.21","21.807","24.662","23.738","21.745","19.856","17.721","15.28","13.712","13.208","11.264","9.251","8.424",
"Grenada","GRD","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.374","2.33","2.291","2.273","2.268","2.316","2.301","2.298","2.256","2.293","2.429","2.43","2.488","2.757","2.851","2.739","2.614","2.665","3.011","3.311","2.897","2.382","2.687","2.376","2.003","2.133","1.947","2.025","1.839","2.58","1.821","2.208","1.923",
"Guam","GUM","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.59","3.927","5.774","8.059","8.476","8.971","10.558","8.51","15.433","17.039","14.748","12.729","10.347","7.658","6.422","7.268","7.139","8.082","8.871","7.295","11.293","12.722","11.994","7.927","7.198","5.633","5.652","5.683","5.636","6.555","6.297","5.776","5.661",
"Guyana","GUY","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.453","10.3","10.068","10.014","10.046","10.037","10.063","10.162","10.233","10.349","10.27","10.288","10.056","9.844","9.668","9.351","9.521","9.718","9.997","10.304","10.5","10.73","10.995","11.315","11.661","11.919","12.14","12.341","12.465","14.661","13.865","11.365","11.366",
"High income","HIC","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.29829951417357","6.8511897216301","7.45357295435612","7.63306570420236","7.34289672491542","7.37098039669193","7.3231531574316","7.40485198766233","7.33240250195279","6.69611977036937","6.61605789157429","6.99258544509352","7.16049515784041","6.92163726158867","6.51817141691386","6.06131589807026","5.48331565411126","5.79986108786963","8.24296508040149","8.32698547553933","7.77922634037496","7.6121326036999","7.55600120132119","6.90576619520296","6.42266118978187","5.95723993769501","5.40059548670986","4.89457150844614","4.57467410207262","6.18955724461884","5.36997604943428","4.27067018183686","4.24280878587055",
"Hong Kong SAR, China","HKG","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.926","2.001","1.971","2.021","3.397","3.114","2.315","4.95","7.054","5.561","5.998","8.344","9.162","7.685","6.525","5.636","4.549","4.063","6.08","5.054","3.986","3.77","3.801","3.566","3.437","3.691","3.38","3.179","3.529","6.869","6.127","5.108","4.658",
"Honduras","HND","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.173","3.124","3.111","3.102","3.162","4.346","3.32","3.845","3.88","3.873","3.96","3.626","4.663","4.809","4.124","3.166","2.675","2.802","2.777","3.417","3.515","3.056","4.635","5.782","4.533","5.407","4.146","4.665","4.278","8.575","6.447","4.536","4.194",
"Heavily indebted poor countries (HIPC)","HPC","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.16903241659969","5.25541028445524","5.26321415836304","5.20494020242057","5.00688397576101","4.95001253494545","4.86598640242391","4.90186584887472","5.01987646700327","5.0992140940704","5.04029002494503","4.9561248775985","4.85237427838273","4.7007154480182","4.54869334763013","4.42863860753232","4.37019595469233","4.35449236329483","4.30151204912125","4.46361655786068","4.41625692725677","4.23921187581681","4.02252814894144","4.05855871070728","4.22954467509162","4.20406262625326","4.22893782957916","4.11068247326535","4.07706127681516","4.7465856844425","4.60939234460567","4.19321241939646","4.29848333766572",
"Croatia","HRV","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.119","10.851","10.564","10.124","9.726","9.349","9.368","10.847","12.789","15.041","14.134","13.199","12.534","12.348","11.572","9.823","8.749","7.036","7.915","11.037","13.644","15.894","17.667","16.447","15.549","12.516","10.614","7.649","6.156","7.448","7.258","6.14","5.572",
"Haiti","HTI","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.392","6.459","6.619","6.975","6.589","6.361","6.032","6.203","6.236","7.344","8.513","9.68","10.697","11.839","12.846","14.035","14.81","14.074","13.111","12.844","11.94","11.391","10.983","11.083","11.06","11.18","11.209","11.213","11.387","12.735","12.427","11.88","11.786",
"Hungary","HUN","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.229","10.961","13.516","12.051","11.31","10.798","9.862","9.592","7.503","7.19","6.314","6.042","6.125","5.811","6.988","7.144","7.133","7.661","10.273","11.607","11.067","11.339","10.211","7.566","6.623","5.121","3.811","3.479","3.356","4.063","3.877","3.72","4.102",
"IBRD only","IBD","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.92808170700308","5.00805837818153","5.2109182531786","5.53735230621085","5.8658681519695","5.96928303180727","6.04726797688226","6.31304537976637","6.60060650880078","6.56253527816614","6.73996467982649","7.01270281492769","7.09126999557623","6.92714144152637","6.91291866048082","6.69986753085183","6.51538531844479","6.49863836800379","6.80481660642908","6.55765920266802","6.45296528844259","6.37723482830541","6.36713584841688","6.35581355250789","6.43688644454609","6.51512081195385","6.44175554121291","6.31728799020909","6.06602544114587","7.08551722810925","6.32921536906985","5.49257906857027","5.06166209945064",
"IDA & IBRD total","IBT","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.73749087665694","4.81555054969789","4.99877649958467","5.26913444010828","5.52830209400292","5.61815098719335","5.67990603144927","5.90923100873775","6.15679038208843","6.12608317146634","6.26703469228106","6.47890007505915","6.5300882748224","6.36320467182027","6.31843023334364","6.1081520948339","5.95477858663271","5.95767123000984","6.20718853032982","5.988705248283","5.90538287685741","5.92890772476996","5.87511243626129","5.83663097694888","5.95084367474791","5.99385886919555","5.98177298274566","5.89828092665246","5.71464261023457","6.65892667650462","6.04647853695685","5.25313215786966","4.91388807384779",
"IDA total","IDA","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.81219069870818","3.88959504835709","3.98731950039477","4.00266052140191","3.94653714510273","3.99033763917759","3.98906375024631","4.06312268314722","4.1390559875409","4.15725404110921","4.16408726612916","4.13930381747366","4.10066372646958","3.9476802352725","3.79980584206737","3.61935086898437","3.6156358724695","3.71814939653784","3.75739793893144","3.68278639994873","3.70878716234983","4.1491977265439","3.94401303905093","3.81842958683048","4.08655049550054","4.02635088604766","4.28032400569756","4.37781429336126","4.46270774952344","5.18564781006361","5.07684376733343","4.44922695903361","4.42417162887102",
"IDA blend","IDB","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.63312125484741","2.70463097594783","2.85415603790476","2.97896122196415","3.02861122225961","3.12948500636762","3.13270681699096","3.23262449641107","3.23216614642629","3.13718797481937","3.0354838650026","2.86591209322247","2.74820493939987","2.61759698572136","2.56010970467961","2.48111928085856","2.30879083707892","2.31932037853494","2.42858759624098","2.48146583856308","2.6032230675955","3.90950130825871","3.55571216081814","3.13793018155921","3.69654250563882","3.52708453236292","4.17648689136199","4.66880667419603","4.93098923957995","5.57321211634626","5.09712976367202","4.17539825880723","4.01629525904508",
"Indonesia","IDN","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.395","2.587","2.629","3.885","4.052","4.225","4.097","5.048","6.033","5.687","5.309","5.887","5.709","6.247","6.772","6.584","6.948","6.661","5.742","5.131","4.899","4.273","4.379","4.15","4.566","4.572","3.974","4.518","3.747","4.569","4.267","3.659","3.612",
"IDA only","IDX","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.3654516360215","4.4443503591948","4.51208631483195","4.47554783517335","4.37208421484546","4.39219006850518","4.39192853473002","4.45380147598023","4.56732940475882","4.64311743341746","4.7059665017318","4.75217981574445","4.75017638466135","4.58565283982386","4.39112509029902","4.15979322908141","4.23870777331689","4.38732191150059","4.39630045617331","4.26346071697959","4.2442679029718","4.2659626987509","4.1338032416004","4.15006163270118","4.27856274549107","4.27196764471323","4.33119277695205","4.23553948003196","4.23459944866662","4.99682431638555","5.06686828901744","4.583519574388","4.62459267852608",
"Isle of Man","IMN","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.888","6.892","6.898","6.866","7.016","7.16","7.338","7.508","7.661","7.824","7.995","8.194","8.329","8.469","8.601","8.525","8.451","8.411","8.337","8.255","8.164","8.105","8.043","7.952","7.858","7.769","7.697","7.632","6.656","8.226","6.717","4.905","4.218",
"Not classified","INX","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.328","14.868","15.427","14.463","11.921","11.66","10.221","7.938","5.93","4.353","3.777","4.549","4.817","4.964","4.587","4.564","5.02","7.599","15.076","17.068","17.697","17.679","14.83","12.673","10.734","9.023","7.066","5.784","5.175","5.601","6.235","4.376","4.393",
"Iran, Islamic Rep.","IRN","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.526","9.26","9.336","9.396","9.065","8.512","8.928","9.411","10.001","10.303","10.713","10.91","9.876","8.901","10.333","10.271","9.503","9.287","11.008","12.127","10.747","10.622","8.79","8.953","9.435","10.721","10.346","10.532","9.116","8.479","7.981","7.777","7.752",
"Iraq","IRQ","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.865","8.575","8.584","8.433","8.631","8.706","8.456","8.26","8.177","8.237","8.444","8.815","9.168","8.934","8.792","8.628","8.861","8.474","8.217","7.871","7.598","7.187","7.757","8.399","8.543","8.454","10.187","10.912","11.759","13.603","14.224","13.326","13.232",
"Iceland","ISL","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.263","3.801","4.958","5.136","5.451","3.73","3.636","2.433","1.638","1.322","1.554","3.288","4.022","5.137","2.596","2.635","2.236","3.251","8.56","8.303","7.763","6.306","5.648","4.998","3.914","2.918","2.763","2.847","3.843","5.635","5.744","4.135","3.911",
"Israel","ISR","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.315","11.944","11.239","8.172","7.318","7.522","8.871","10.391","10.897","11.051","11.648","13.009","13.247","12.407","11.095","10.422","9.012","7.574","9.841","8.939","7.302","6.665","6.105","5.775","5.058","4.598","4.051","3.953","3.627","4.347","4.886","3.8","3.435",
"Italy","ITA","Unemployment, male (% of male labor force) (modeled ILO estimate)","SL.UEM.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.795","6.727","7.611","8.653","9.065","9.279","9.354","9.432","8.833","8.312","7.398","7.014","6.864","6.276","6.167","5.419","4.876","5.492","6.723","7.496","7.517","9.803","11.476","11.859","11.314","10.888","10.339","9.746","9.095","8.405","8.658","7.112","6.795",
